lang_code,lang_name,page,korean,foreign_translation,pronunciation
05,따갈로그어 (Tagalog),33,결혼했습니까 ?,MAY ASAWA KA NA BA?/,마이 아사와 까 나 바 ?
05,따갈로그어 (Tagalog),33,경치가 아름답습니다.,MAGANDA ANG MGA TANAWIN,마간다 앙 망아  따나윈.
05,따갈로그어 (Tagalog),34,고국에 돌아가면 편지하세요,PAGBALIK MO SA SARILING BANSA MAGSULATAN TAYO.,파그바리크 모 사릴링 반사 마그 술라탄 따요.
05,따갈로그어 (Tagalog),34,고장이 나면 A/S 를 부르시면 됩니다.,KAPAG NASIRA TUMAWAG KA LANG NG A/S,가박 나시라 뚜마왁 갈랑 낭 에이에스
05,따갈로그어 (Tagalog),34,고향에 가면 이제 무엇을 할 건가요?,KAPAG NAKABALIK KA NA SA IYONG BANSA ANG IYONG PLANO?,까파그 나까바리그 까 나 사 이용 반사 앙 이용 플로노 ?
05,따갈로그어 (Tagalog),34,공장에 같이 일하는 친구들은 몇 명이에요?,ILANG ANG KASAMA MONG KAIBIGAN SA KOMPANYA?,일랑 앙 까사마 몽 까이비간 사 컴판야 ?
05,따갈로그어 (Tagalog),34,과음해서는 안됩니다.,HUWAG MASYADONG UMINOM NG MARAMI/,후와그 맛야동 우미넘 낭 마라미.
05,따갈로그어 (Tagalog),34,괜찮아요,OKEY KA NA /OKEY LANG,오케이 까 나 / 오케이 랑.
05,따갈로그어 (Tagalog),34,국제운전면허증이 있나요?,MAY INTERNATIONAL DRIVER LICENSE KA BA?,마이 인테르나션 날 드라이버 라이선스 까 바?
05,따갈로그어 (Tagalog),34,국제통화를 자주하면 요금이 많이 나와요,PAG MADALAS ANG TAWAG NG INTERNATIONAL MAG KANO ANG NAGAGAMIT NYO,파그  마다라스 앙 따와그 난 인터나셔날 마그 까노 앙 나까가밋  뇨.
05,따갈로그어 (Tagalog),34,궁금한점이 무엇입니까?,ANO PA ANG NAIS MONG MALAMAN,아노 파 앙 나이스 몽 말라만.
05,따갈로그어 (Tagalog),34,그래요. 무슨일인가요?,"TALAGA, ANO BA ANG NANGYARI?",딸라가. 아노 빠 앙 몽 말라만.
05,따갈로그어 (Tagalog),35,글쎄요,WELL,웰.
05,따갈로그어 (Tagalog),35,금요일,FRIDAY,프라이데이
05,따갈로그어 (Tagalog),35,기분이 좋아졌습니까?,MAGANDA BA ANG MOOD MO ?,마간다 바 앙 모우드?
05,따갈로그어 (Tagalog),35,기술이 있으십니까?,ANO ANG IYONG NAKASANAYAN?,아노 앙 이용 나까사나얀.
05,따갈로그어 (Tagalog),35,기억하세요,TANDAAN MO,딴 당안 모.
05,따갈로그어 (Tagalog),35,나는 그것을 모릅니다.,HINDI KO PO ALAM IYON.,힌띠 코 포 알람 이욘.
05,따갈로그어 (Tagalog),35,나는 당신때문에 화났습니다.,DAHIL SA IYONG NAGALIT AKO NG HUSTO,다힐 사 아용 나까릿 아코 낭 후스또.
05,따갈로그어 (Tagalog),35,나는 화가 났습니다.,GALIT AKO,까릿 아코.
05,따갈로그어 (Tagalog),35,나에게 말을 해 주세요.,SABIHIN MO SA AKIN,사비힌 모 사 아낀.
05,따갈로그어 (Tagalog),35,나이가 어떻게 됩니까?,ILAN TAON KA NA?,이란 따운 까 나?
05,따갈로그어 (Tagalog),36,내가 그것을 주겠습니다.,IBIBIGAY KO IYON,이비비가이 코  이요.
05,따갈로그어 (Tagalog),36,내리십시오,IBABA MO PO,이바바 모 포.
05,따갈로그어 (Tagalog),36,내일은 일찍 일어나야 합니다.,BUKAS KAILANGAN MAAGANG GUMISING,부까스 까일안 마아강 구미싱
05,따갈로그어 (Tagalog),36,내일을 생각하세요,ISIPIN MO BUKAS,이시핀 모 부까스.
05,따갈로그어 (Tagalog),36,너무 늦게 다니지 마세요.,HUWAG MASYADONG MAGPAKAGABI SA DAAN,후와그 맛야동 마그파가비 사 다안
05,따갈로그어 (Tagalog),36,넷 4,APAT,아팟.
05,따갈로그어 (Tagalog),36,누가 당신에게 욕을 했습니까 ?,SINO ANG NAGSALITA NG MASAMA SAIYO?,시노 앙 나그살리따 난 마사마 사이요?
05,따갈로그어 (Tagalog),36,누가 당신을 때렸습니까 ?,SINO ANG NANAKIT SAIYO?,시노 앙 나나깃 사이요?
05,따갈로그어 (Tagalog),36,누구와 함께 사세요?,SINO ANG KASAMA MONG BUMILI?,시노 앙 카사마 몽 부미리 ?
05,따갈로그어 (Tagalog),36,누구한테서 편지를 받았습니까?,KANINO GALING ANG NATANGGAP MONG SULAT?,까니노 까링 앙 나땅까프 몽 술랏.
05,따갈로그어 (Tagalog),37,누나,ATE,아떼
05,따갈로그어 (Tagalog),37,눈치껏 잘 하십시요.,GAWIN ITO SA MATINONG PARAAN.,가윈 이또 사 마띠농 팔라안.
05,따갈로그어 (Tagalog),37,다섯 5,LIMA,리마.
05,따갈로그어 (Tagalog),37,다음 날을 위해 술을 조금만 드세요,SA SUSUNOD KONTI LANG ANG PAG INOM NG ALAK,사 수수노드 컨띠 랑 앙 파그이놈 난 알락
05,따갈로그어 (Tagalog),37,다음에 다시 말해주세요,SABIHIN MO SA SUSUNOD,사바한 모 사 수수노드
05,따갈로그어 (Tagalog),37,다음은 당신 차례입니다,IKAW NA ANG SUSUNOD,이까우 나 앙 사수수노드.
05,따갈로그어 (Tagalog),37,담배는 흡연실에서 피우세요,MANIGARILYO SA SMOKING AREA.,마니까릴요 사 스모킹 에리야.
05,따갈로그어 (Tagalog),37,당신 전공은 무엇인가요?,ANO ANG IYONG PANGUNAHIN SA BUHAY?,아노 앙 이용 팡우나힌 사 부하이 ?
05,따갈로그어 (Tagalog),37,당신 전공은 무엇인가요?,ANO ANG IYONG PANGUNAHIN SA BUHAY?,아노 앙 이용 팡우나힌 사 부하이 ?
05,따갈로그어 (Tagalog),37,당신과 이야기하고 싶습니다.,GUSTO KITANG MAKAUSAP AT MAKAKWENTUHAN,쿠스또 끼탕 마까우샆  앗 마크웬투한.
05,따갈로그어 (Tagalog),38,당신에게 전화가 왔습니다.,MAY TAWAG KA,마이 따와그 까.
05,따갈로그어 (Tagalog),38,당신은 부지런합니다.,ANG SIPAG MO NAMAN NA TAO.,앙 시파그 모 나만 나 따오.
05,따갈로그어 (Tagalog),38,당신은 예쁩니다,IKAW AY MAGANDA.,이까우 아이 마간다.
05,따갈로그어 (Tagalog),38,당신은 이일을 이해했습니까?,NAIINTINDIHAN KO ANG TRABAHO MO,나이인한띤 코 앙 트라바호 모.
05,따갈로그어 (Tagalog),38,당신은 참 잘생겼네요,MAGANDANG LALAKI KA.,마간당 라라키 까.
05,따갈로그어 (Tagalog),38,당신은 참 좋은 사람입니다,IKAW AY MABAIT NA TAO.,이까우 아이 마바잇 나 타우.
05,따갈로그어 (Tagalog),38,당신은 화가 났습니까?,GALIT KA BA?,까릿 까 바?
05,따갈로그어 (Tagalog),38,당신을 위한겁니다.,GINAGAWA KO ITO PARA SA IYO,끼나까와 코 이또 파라 사이요
05,따갈로그어 (Tagalog),38,당신의 꿈은 무엇인가요?,ANO ANG IYONG PANGARAP?,아노 앙 이용 팡아라프?
05,따갈로그어 (Tagalog),38,당신의 전화번호와 주소를 알려주시겠습니까?,IPAALAM MO ANG IYONG ADDRESS AT NUMERO NG TELEPONO.,이파알람 모 앙 이요 아드레스 앗 누메로 난 텔레폰.
05,따갈로그어 (Tagalog),39,당신이 원한다면 본국으로 돌아갈 수 있습니다.,PUEDE KA NANG UMUWI KUNG NANAISIN PO.,푸에데 까 낭 우무위 꿍 나나이신 포.
05,따갈로그어 (Tagalog),39,더 열심히 연습하세요.,KAILANGAN MO PANG MAGSUMIKAP.,까일안 모 팡 마그수미카프.
05,따갈로그어 (Tagalog),39,도박은 하면 안됩니다.,BAWAL ANG MAGSUGAL.,바왈 앙 마그수깔
05,따갈로그어 (Tagalog),39,도와드릴 일이 있나요 ?,MERON BA AKONG MAITUTULONG.,메론 빠 아콩 마이뚜투롱.
05,따갈로그어 (Tagalog),39,도움을 받을만한 친구가 있습니까?,MAYRON KA BANG KAIBIGAN NA NANGANGAILANGAN NG TULONG.,마이로운  까 방 까이비간 나앙앙이랑안 낭 툴렁.
05,따갈로그어 (Tagalog),39,도움이 필요하다면 아무 때나 전화하세요.,TUMAWAG KA LANG KUNG KAILANGAN MO NG TULONG.,뚜마와그 까 랑 까이비간 나 나앙앙이랑안
05,따갈로그어 (Tagalog),39,도움이 필요하면 언제든 연락해주세요,TUMAWAG KA LANG KUNG KAILANGAN MO NG TULONG.,뚜마와그 까 랑 까이비간 나 나앙앙이랑안
05,따갈로그어 (Tagalog),39,동료들 지내는 건 괜찮습니까?,OKEY LANG BA ANG IYONG MGA KASAMA SA TRABAHO.,오케이 랑 빠 이용 까사마 사 트라바호.
05,따갈로그어 (Tagalog),39,동생,NAKAKABATANG KAPATID.,나까가바땅 까파티드
05,따갈로그어 (Tagalog),39,동요하지 마십시요.,HUWAG KANG TATANGGI.,후와그 깡 따당기.
05,따갈로그어 (Tagalog),40,동행 해 주세요,SAMAHAN MO AKO.,사마한 모 아코.
05,따갈로그어 (Tagalog),40,둘 2,DALAWA.,달라와
05,따갈로그어 (Tagalog),40,뒤로 가십시요.,SA LIKOD PO / BUMALIK PO.,사 리코드 포/ 부말리그 포
05,따갈로그어 (Tagalog),40,딸인가요?,ANAK NA BABAE BA?,아나크 나 바바에
05,따갈로그어 (Tagalog),40,떠날 준비는 다 됐어요?,HANDA NG UMALIS?,한다 낭 우말리스?
05,따갈로그어 (Tagalog),40,똑같아요,PAREHAS,파레하스
05,따갈로그어 (Tagalog),40,마음이 불편합니까?,HINDI KA KOMPORTABLE?,힌디 까 컴포르탑레
05,따갈로그어 (Tagalog),40,만 10000,10000MANWON,10.000만원
05,따갈로그어 (Tagalog),40,메모해 두세요,MAG LISTA KA / GAWAN MO NG MEMO,마그리스타 / 까완 모 난 메모
05,따갈로그어 (Tagalog),40,몇 시에 도착합니까?,ANONG ORAS ANG DATING?,아농 오라스  앙 따팅?
05,따갈로그어 (Tagalog),41,몇시에 일어나십니까?,ANONG ORAS KA NAGIGISING?,아농 오라스 까 나기기싱?
05,따갈로그어 (Tagalog),41,모르면 모른다고 해주세요.,SABIHIN MO KUNG DI MO ALAM.,사바힌 모 꿍 디 모 알람.
05,따갈로그어 (Tagalog),41,목요일,HUWEBES.,후외베스.
05,따갈로그어 (Tagalog),41,무슨 말인지 못 알아듣겠어요,HINDI KO MAINTIDIHAN KUNG ANO ANG IBIG SABIHIN.,힌디 꺼 마인띤디한 꿍 아노 앙 이비그 사바힌.
05,따갈로그어 (Tagalog),41,문을 닫아주세요,PAKISARADO ANG PINTUAN.,파끼사라도 앙 핀투안
05,따갈로그어 (Tagalog),41,문을 열어주세요,PAKIBUKAS ANG PINTUAN.,파끼부까스 앙 핀투안.
05,따갈로그어 (Tagalog),41,물을 한잔 주세요.,PAHINGI PO NG ISANG BASO NG TUBIG.,파힝이 포 난 이상 바서 낭 투빙
05,따갈로그어 (Tagalog),41,미리 표를 사야합니다.,KAILANGAN BUMILI AGAD NG TICKET.,까일앙안 부밀리 아까드 난 티켓
05,따갈로그어 (Tagalog),41,미혼입니까 ?,WALA KA BANG ASAWA?,왈라 까 방 아사와?
05,따갈로그어 (Tagalog),41,밤,GABI.,까비.
05,따갈로그어 (Tagalog),42,배를 타면 멀미를 할 수도 있습니다.,MAARING MALULA KA SA PAGSAKAY SA BARKO.,마아아링 마루라 까 사 파그 사까아이 사 바르코.
05,따갈로그어 (Tagalog),42,백 100,ONE HUNDRED,완 한드레드.
05,따갈로그어 (Tagalog),42,부모님과는 서로 연락을 하십니까?,MADALAS PA KAYONG MAGTAWAGAN NG MAGULANG MO?,마달라스 파 까용 마그따와깐 난 마굴랑.
05,따갈로그어 (Tagalog),42,부모님께 어떤 선물을 하고 싶으세요?,ANONG REGALO ANG GUSTO MONG IBIGAY SA MAGULANG MO,아농 례갈로 앙 쿠스또 몽 이비까이 사 마굴랑 모.
05,따갈로그어 (Tagalog),42,부모님은 건강하신가요?,MAAYOS BA ANG KALUSUGAN NG MAGULANG MO?,마아아요스 바 앙 깔루수간 모?
05,따갈로그어 (Tagalog),42,부모님은 무슨 일을 하시나요?,ANO ANG TRABAHO NG MAGULANG MO?,아노 앙 트라바호 낭 마굴랑 모?
05,따갈로그어 (Tagalog),42,불법체류자들과 어울려서는 안됩니다.,HUWAG KAYONG MAKISALAMUHA SA MGA ILLEGAL WORKERS.,후와그 까용 마끼살라무하 사 망아 일레갈 워커스
05,따갈로그어 (Tagalog),42,불법체류자로부터 접촉이 있으면 OO로 신고하세요,KUNG MAY KILALA KANG MGA ILLEGAL WORKERS IREPORT AT IPAALAM LAMANG SA 000,궁 마이 낄랄라 강 망아 일리갈 월컬스 일리폴트 앗 이빠알람 라망 싸XXX
05,따갈로그어 (Tagalog),42,불편한 점이 있다면 말씀해보세요.,SABIHIN LAMANG KUNG HINDI KA KOMPORTABLE.,사비힌 라망 꿍 힌디 까 컴포르타브레
05,따갈로그어 (Tagalog),42,빨리,DALIAN MO ( DALI ),달리안 모 ( 달리)
05,따갈로그어 (Tagalog),43,사람들이 많고 매우 복잡합니다.,MAGULO DAHIL SA DAMI NG TAO,마굴로 다힐 사 다미 낭 따오.
05,따갈로그어 (Tagalog),43,사장님과 같이 가길 원하세요?,GUSTO MO BANG ISAMA SALAKAD ANG AMO MO,쿠스또 모 방 이사마 살라까드 앙 아모 모?
05,따갈로그어 (Tagalog),43,상관없습니다.,HINDI MAHALAGA,힌디 마할라가.
05,따갈로그어 (Tagalog),43,서로 사이좋게 지내세요,MAGKASUNDO AT MAGING MAGANDA ANG PAKIKISAMA SA ISAT ISA,마그까순도 앗 마깅 마간다 앙 파끼끼사마 사 이삿 이사
05,따갈로그어 (Tagalog),43,설명을 이해하셨습니까?,NAIINTINDIHAN MO BA ANG PALIWANAG,나이인띤디한 모 바 앙 파리와나그.
05,따갈로그어 (Tagalog),43,셋 3,TATLO,땃로
05,따갈로그어 (Tagalog),43,수요일,MIYERKULES,미얄꿀레스
05,따갈로그어 (Tagalog),43,술집에 가지 마십시오.,HUWAG MADALAS PUMUNTA SA BAHAY ALIWAN,후와그 마달라스 마그푼따 사 바하이 알리완
05,따갈로그어 (Tagalog),43,쉽게 스트레스를 받습니다.,MADALING MABALISA /MABAHALA,마달링 마발리사 / 마바할라.
05,따갈로그어 (Tagalog),43,스트레스를 많이 받으셨나요?,MADALAS KA BANG MABALISA O /MABAHALA?,마달라스 까 방 마발리사 오 마바할라.?
05,따갈로그어 (Tagalog),44,시간을 두고 기다려보세요.,MAGHINTAY PA TAYO NG MGA ILANG ORAS,망힌따이 파 따요 마발리사 오 / 마바할라.
05,따갈로그어 (Tagalog),44,시간이 있으십니까?,MAY ORAS PA BA?,마이 오라스 파 바?
05,따갈로그어 (Tagalog),44,시간있으면 ㅇㅇ 으로 오세요,KUNG MAYROON KANG ORAS NA PUMUNTA SA 0000,쿵 마이론 캉 오라스 나 푸문따 사 0000
05,따갈로그어 (Tagalog),44,시험 준비를 하세요,MAGHANDA KA SA PAGSUSULIT,마그한다  까 사 파그수수릿.
05,따갈로그어 (Tagalog),44,심심하십니까?,NAIINIP KA NA BA?,나이이니프 까 나 빠?
05,따갈로그어 (Tagalog),44,ㅇㅇ 앞에서 만나기로 해요,MAGKITA TAYO SA HARAPAN NG 000,마그끼따 따요 사 하라판 낭 000
05,따갈로그어 (Tagalog),44,아기가 참 귀엽네요,ANG CUTE NG BATA,앙 규트 낭 빠따?
05,따갈로그어 (Tagalog),44,아들인가요?,LALAKI BA ANG ANAK?,라라끼 바 앙 아나크?
05,따갈로그어 (Tagalog),44,아래에 있습니다.,MERON PO SA ILALIM,메론 포 사 일라림
05,따갈로그어 (Tagalog),44,아무것도 아니예요,WALA PO ITONG ANUMAN,왈라 포 이통 아누만.
05,따갈로그어 (Tagalog),45,아버지,TATAY,따따이
05,따갈로그어 (Tagalog),45,아이가 있습니까?,MAY ANAK KA NA BA?,마이 아나크 까 나 빠?
05,따갈로그어 (Tagalog),45,아이가 자고 있으니 조용히 해주세요,HUWAG MAINGAY NATUTULOG ANG BATA,힌디 코 파 따다와간.
05,따갈로그어 (Tagalog),45,아직 연락 하지 못했습니다.,HINDI KO PA NATATAWAGAN.,힌디 코 파 나따다와간.
05,따갈로그어 (Tagalog),45,아홉 9,SIYAM,시얌.
05,따갈로그어 (Tagalog),45,앉으세요.,MAUPO PO KAYO,마우포 포 까요.
05,따갈로그어 (Tagalog),45,앞으로 가십시요.,DIRETSO LANG PO,디렛죠 랑 포.
05,따갈로그어 (Tagalog),45,약속을 하셨습니까?,NANGAKO KA PO BA?,나앙코 까 포 빠?
05,따갈로그어 (Tagalog),45,약속이 몇시입니까?,ANONG ORAS ANG PANGAKO MO?,아농 오라스 앙 팡아코 모?
05,따갈로그어 (Tagalog),45,어느것이 가장 좋아요?,SAAN AT ANO ANG PINAKAGUSTO MO?,사안 앗 아노 앙 피나까쿠스또 모 ?
05,따갈로그어 (Tagalog),46,어떤 문제인지 말씀해보세요.,SABIHIN MO LANG KUNG ANO ANG PROBLEMA.,사비힌 모 랑 쿵 아노 앙 프럭람.
05,따갈로그어 (Tagalog),46,어머니,NANAY,나나이
05,따갈로그어 (Tagalog),46,언니,ATE,았떼
05,따갈로그어 (Tagalog),46,언어통역이 필요합니다,KINAKALINGAN DIYALEKTO NG INTERPRETER,끼나까일안 디야렠또 낭 인테프레터
05,따갈로그어 (Tagalog),46,언제 출발하세요?,ANONG ORAS AALIS?,아농 오라스  아알리스?
05,따갈로그어 (Tagalog),46,언제 한국에 왔어요?,KAILAN KA DUMATING DITO SA KOREA?,까일란 까 뚜마띵 띠토 사 코리아?
05,따갈로그어 (Tagalog),46,여권과 외국인등록증을 분실하지 않도록 잘 보관하세요,PAG-INGATAN LAGI AT HUWAG I WALA ANG IDENTIFICATION CARD AT PASAPORTE,팡그 잉앗딴 랄기 앗 후와그 이 왈라
05,따갈로그어 (Tagalog),46,여권을 다른 사람에게 맡기면 안됩니다.,HUWAG MONG IPAGKATIWALA ANG IYONG PASAPORTE SA IBANG TAO.,후와그 몽 이파그까왈라 앙 이용 파사포테 사 이방 따오.
05,따갈로그어 (Tagalog),46,여기에 타십시오.,DITO PO KAYO SUMAKAY,띠토  포 까요 수마까이
05,따갈로그어 (Tagalog),46,여덟 8,WALO,와로
05,따갈로그어 (Tagalog),47,여러분이 한국에 오신 목적은 무엇인가요?,ANO ANG LAYUNIN NINYO SA PAGPUNTA SA KOREA?,아노 앙 라유닌 닌요 사 파그푼따 사 코리아?
05,따갈로그어 (Tagalog),47,여섯 6,ANIM,아님.
05,따갈로그어 (Tagalog),47,연락 하셨습니까?,TUMAWAG KA PO BA?,뚜마와그 까 포 바?
05,따갈로그어 (Tagalog),47,열 10,SAMPU,삼푸.
05,따갈로그어 (Tagalog),47,열심히 일하면 돈을 벌 수 있어요.,KUNG MAGSUSUMIKAP NA MAGTRABAHO KIKITA NG PERA,궁 마그수수미까프 나 망트라 끼끼따 낭 폐라.
05,따갈로그어 (Tagalog),47,열심히 해줘서 고마워요.,SALAMAT SA PAGSUSUMIKAP MO.,살라맛 사 파그 타라바호  따요 사 000
05,따갈로그어 (Tagalog),47,오늘 근무후에 OO에 갑시다,PAG KATAPOS NG TRABAHO PUNTA TAYO SA 000,파그  마다라스  앙 따와그 난 인터나셔날 마그 까노 앙 나까가밋 뇨.
05,따갈로그어 (Tagalog),47,오늘 아침 기분이 좋으신가 봐요,MAGANDA YATA ANG ARAW NATIN NGAYON,마간다 야따 앙 아라우 나틴 앙욘
05,따갈로그어 (Tagalog),47,오늘도 힘내십시오,MAGING MAAYOS NGAYON ARAW,마깅  마아요스 앙욘 아라우.
05,따갈로그어 (Tagalog),47,오늘은 며칠입니까?,ANONG PETSA NGAYON?,아농 페트사 앙욘.
05,따갈로그어 (Tagalog),48,오늘은 무슨 요일입니까?,ANONG ARAW NGAYON?,아농 아라우 앙욘
05,따갈로그어 (Tagalog),48,오늘은 ㅇㅇ 월 ㅇㅇ일 입니다.,NGAYON AY BUWAN NG 0000 ARAW NG 000 PO,앙욘 아이 부아 완 낭 000 아루우 낭 000 포.
05,따갈로그어 (Tagalog),48,오른쪽으로 가십시요.,KUMANAN PO KAYO,꾸마난 포 까요
05,따갈로그어 (Tagalog),48,오빠,KUYA,꾸야
05,따갈로그어 (Tagalog),48,오전,UMAGA,우마가
05,따갈로그어 (Tagalog),48,오타를 수정해 주세요,MANGYARI LAMANG IWASTO ANG KAMALIAN,망야리 라망 이와스토앙 까마리안
05,따갈로그어 (Tagalog),48,오해하지 마세요,HUWAG KAYONG MAGISIP NG MALI,후와가 가용 마기십 낭말리
05,따갈로그어 (Tagalog),48,오후,HAPON,하뽄
05,따갈로그어 (Tagalog),48,왜 집에 가지 않습니까?,BAKIT HINDI HANGGANG BAHAY?,바킷 힌디 항강 바하이
05,따갈로그어 (Tagalog),48,왼쪽으로 가십시요.,KUMALIWA PO KAYO,구말리와 포 카요
05,따갈로그어 (Tagalog),49,요즘 ㅇㅇ이 유행입니다.,ANG MODA NGAYON AY000 SUNOD SA USO,앙모다 앙욘 아이 xxx 스노 사 우소
05,따갈로그어 (Tagalog),49,우리 집에 초대하겠습니다.,IIMBITAHAN KITA SA AKING BAHAY.,이임비따한 기따 사 아깅 바하이
05,따갈로그어 (Tagalog),49,운전 시 사고가 나지 않도록 조심하세요.,IWASAN ANG MAG KAROON NG CAR AKSIDENT.,이와산 앙 마가르온 낭칼 악시덴
05,따갈로그어 (Tagalog),49,움직이지 마세요,HUWAG PO KAYONG GAGALAW,후와 포 가용가갈로우
05,따갈로그어 (Tagalog),49,월요일,MONDAY,먼데이
05,따갈로그어 (Tagalog),49,위에 있습니다.,MERON SA ITAAS.,메론 사이다아
05,따갈로그어 (Tagalog),49,위험합니다.,DELIKADO PO,델리까도뽀
05,따갈로그어 (Tagalog),49,유언비어에 속지 마세요,HUWAG MABAHALA SA MGA ALINGAWNGAW NA TUNOG.,후와 마바하일라 사망하 알리으엉우 사또농
05,따갈로그어 (Tagalog),49,음주운전은 절대 안됩니다.,HUWAG MAGMAMANEHO NG NAKAINOM NG ALAK,후와 마마네호낭 나카이놈 낭알락
05,따갈로그어 (Tagalog),49,의견을 말씀해 주십시요,SABIHIN MO ANG IYONG OPINION.,사비히노모 앙 이옹 오피뇬
05,따갈로그어 (Tagalog),50,의사표현을 확실히 해주세요.,SIGURADUHIN LAMANG NA MAIPAHAYAG,시구라도힌 라망 나 마이파하야
05,따갈로그어 (Tagalog),50,이 옷을 한번 입어 보세요,ISUKAT MO ITONG TERMO NA DAMIT,이수갓 모이똥 데르모 나다밋
05,따갈로그어 (Tagalog),50,이 프로그램을 사용하실수 있습니까?,PUEDE MONG MAGAMIT ANG PROGRAMANG ITO.,푸에데 몽 마가밋 앙 프로그라망 이또
05,따갈로그어 (Tagalog),50,이것은 무엇입니까 ?,ANO PO ITO ?,안뽀이또
05,따갈로그어 (Tagalog),50,이것은 ㅇㅇ입니다,ITO PO AY 000,이또뽀아이 xxx
05,따갈로그어 (Tagalog),50,이것은 압수 입니다.,ITO PO AY ISANG 000,이또뽀아이 상 xxx
05,따갈로그어 (Tagalog),50,이것을 가지고 들어가면 안됩니다.,HINDI MO ITO PUEDNG DALHIN SA LOOB.,힌디모이또 뿌이뎅 달힌사로옵
05,따갈로그어 (Tagalog),50,이것을 꼭 준비해 주세요,ITO AY KAILNGAN MONG IHANDA,이또 아이 카일랑한 몽 이한다
05,따갈로그어 (Tagalog),50,이곳에서 편히 쉬세요,MANATILI PANATAG SA PAGPAPAHINGA.,마나띨리 파나딱 사빠빠힝아
05,따갈로그어 (Tagalog),50,이곳은 무료입니다.,ITO AY LIBRE,이또 아이 리브레
05,따갈로그어 (Tagalog),51,이리 앉으세요.,HALIKA MAUPO PO KAYO,할리가마우뽀가요
05,따갈로그어 (Tagalog),51,이번에 가면 또 한국에 올 수 있어요?,"KAPAG UMALIS KA NGAYON ,MAKAKABALIK KA PA BA DITO SA KOREA?","가빠우말리스 카응아욘, 마카카발릭 카빠바 디또 사 꼬레아"
05,따갈로그어 (Tagalog),51,이번에 누구 차례죠,NGAYON SINO ANG NA KATOKA ?,응아욘 신노 앙 나가또가
05,따갈로그어 (Tagalog),51,이분 소개로 오셨습니까?,DUMATING KA BA PARA IPAKILALA ANG TAONG YAN?,두마띵까바 바라 이빠낄라라 앙 따온양
05,따갈로그어 (Tagalog),51,이쪽으로 오세요,PUMUNTA PO KAYO DOON.,뿌문따 뽀 까이요 두온
05,따갈로그어 (Tagalog),51,이해가 됩니까?,NAIINTINDIHAN MO PO BA?,나인띤디한 모 바
05,따갈로그어 (Tagalog),51,이해해주세요,INTINDIHIN MONG MABUTI,나이인띤디한몽 마부띠
05,따갈로그어 (Tagalog),51,이해했으면 이해했다고 해주세요.,MANGYARI LAMANG SABIHIN MO KUNG NAIINTINDIHAN.,망야리 라망 사비힌 모 구옹 나인띤디한
05,따갈로그어 (Tagalog),51,이혼하고 싶습니까?,GUSTO MO BANG MAKIPAGHIWALAY?,구스또 모방 마끼빠키왈라이
05,따갈로그어 (Tagalog),51,익숙해지면 괜찮을거예요,KUNG HINDI KAYO SANAY OKEY LANG YUN.,꿍 힌디까요 싸나이 오께이랑윤
05,따갈로그어 (Tagalog),52,일곱 7,PITO,피또
05,따갈로그어 (Tagalog),52,일에 필요한 지식과 기술을 익히세요,"MANG YARING IPAMAHAGI ANG INYONG KASANAYANG NALALAMAN,",망야리 이빠마하기 앙 이늉 가사나양 날라라만
05,따갈로그어 (Tagalog),52,일요일,LINGGO,링고
05,따갈로그어 (Tagalog),52,일찍 일어나세요.,KAILANGAN MAAGANG MAGISING.,카이랑안 마아강 마기싱
05,따갈로그어 (Tagalog),52,자녀는 몇 명인가요?,ILAN ANG MGA ANAK MO?,일란앙 마강아낙 모
05,따갈로그어 (Tagalog),52,자리에 앉아 주십시오,MAUPO PO KAYO SA PUWESTO NYO.,마우뽀까요 사뻬스토뇨
05,따갈로그어 (Tagalog),52,자원봉사입니다.,ITO AY BOLUNTARYONG GAWAIN.,이또아이 볼룬따리용 가와인
05,따갈로그어 (Tagalog),52,잘 다녀오세요.,MAG INGAT PO KAYO SA PAGALIS. / BYE,망인앗 뽀까요 사빠갈리스
05,따갈로그어 (Tagalog),52,잘 모르겠습니다.,HINDI KO PO ALAM.,힌디 꼬 뽀 알람
05,따갈로그어 (Tagalog),52,잘 모르겠어요,HINDI KO PO ALAM.,힌디 꼬 뽀 알람
05,따갈로그어 (Tagalog),53,잠깐만 기다려주시겠습니까?,MAARI KA PO BANG MAKAPAGHINTAY SANDALI.,마아이 까뽀 방 마카빠힌따이 산달리
05,따갈로그어 (Tagalog),53,잠시 제게 주목해 주십시요,MANGYARING PANSININ LAMANG.,망야링 빤시닌 라망
05,따갈로그어 (Tagalog),53,잠시만 기다리세요,"SANDALI LANG PO,",산다리 랑 뽀
05,따갈로그어 (Tagalog),53,장래 희망이 무엇인가요?,ANO ANG MGA HINAHANAP MO?,아노앙 망안 히나하나모
05,따갈로그어 (Tagalog),53,저 옷은 어때요?,MAGANDA BA ANG DAMIT KO?,마간다 바 앙 다미꼬
05,따갈로그어 (Tagalog),53,저도 한번 가본적이 있습니다.,NAKARATING NA RIN AKO MINSAN.,나카라띵 나린 아코 민산
05,따갈로그어 (Tagalog),53,저하고 이야기 할 수 있나요?,PUEDE BA TAYONG MAGKUWENTUHAN.,푸에데 바 따용 마꾸엔뚜한
05,따갈로그어 (Tagalog),53,전문가의 도움이 필요합니다,KAILANGAN MO BA NG PROPESYONAL NA TUTULONG,카이랑한 모 바 낭 쁘로뻬셔날 나 뚜뚜롱
